"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01287","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02009","","","","10","3","3","1","3","3","2","3","0","2","0","0.04","1.22","0","0.04","1.26","2","","0.02","0.02","0.666666667","0.2","0","0","0.013333333","0.004","0.406666667","0.122","0","3.174603175","30","0","0.133333333","4.066666667","4.2","0","0.444444444","13.55555556","14"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00323","","","","10","10","1","1","5","2","2","9","12","6","2.6","0.2","5.16","0.15","2.8","7.96","18","0.216666667","0.033333333","0.155555556","2","1.8","1.333333333","1.2","0.311111111","0.28","0.573333333","0.516","66.66666667","35.1758794","90","8.666666667","9.333333333","17.2","26.53333333","9.62962963","10.37037037","19.11111111","29.48148148"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00257","","","","10","8","2","1","3","1","2","5","3","2","0.48","0.05","8.13","0.15","0.53","8.66","5","0.16","0.025","0.106","1","0.5","0.6","0.3","0.106","0.053","1.626","0.813","60","6.120092379","50","1.6","1.766666667","27.1","28.86666667","3.2","3.533333333","54.2","57.73333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00215","","","","10","6","2","1","4","2","2","4","8","2","1.8","0.04","2.35","0.15","1.84","4.19","10","0.225","0.02","0.184","2.5","1","2","0.8","0.46","0.184","0.5875","0.235","80","43.91408115","40","6","6.133333333","7.833333333","13.96666667","15","15.33333333","19.58333333","34.91666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02003","","","","10","7","2","1","4","4","2","7","2","0","0.4","0","6.23","0.12","0.4","6.63","2","0.2","","0.2","0.285714286","0.2","0.285714286","0.2","0.057142857","0.04","0.89","0.623","100","6.033182504","70","1.333333333","1.333333333","20.76666667","22.1","1.904761905","1.904761905","29.66666667","31.57142857"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00089","","","","10","5","2","4","5","2","2","4","6","6","1.3","0.7","0.86","1.65","2","2.86","12","0.216666667","0.116666667","0.166666667","3","1.2","1.5","0.6","0.5","0.2","0.215","0.086","50","69.93006993","40","4.333333333","6.666666667","2.866666667","9.533333333","10.83333333","16.66666667","7.166666667","23.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00804","","","","10","4","1","1","7","3","1","4","0","0","0","0","0.4","","0","0.4","0","","","","0","0","0","0","0","0","0.1","0.04","","0","40","0","0","1.333333333","1.333333333","0","0","3.333333333","3.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00582","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00514","","","","10","3","1","2","7","2","2","3","3","15","0.39","0.24","4.22","0.15","0.63","4.85","18","0.13","0.016","0.035","6","1.8","1","0.3","0.21","0.063","1.406666667","0.422","16.66666667","12.98969072","30","1.3","2.1","14.06666667","16.16666667","4.333333333","7","46.88888889","53.88888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00551","","","","10","7","3","2","3","2","2","7","2","4","1.5","0.06","0.75","0.15","1.56","2.31","6","0.75","0.015","0.26","0.857142857","0.6","0.285714286","0.2","0.222857143","0.156","0.107142857","0.075","33.33333333","67.53246753","70","5","5.2","2.5","7.7","7.142857143","7.428571429","3.571428571","11"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00264","","","","10","5","1","1","6","1","2","5","7","3","1.6","0.09","5.11","0.15","1.69","6.8","10","0.228571429","0.03","0.169","2","1","1.4","0.7","0.338","0.169","1.022","0.511","70","24.85294118","50","5.333333333","5.633333333","17.03333333","22.66666667","10.66666667","11.26666667","34.06666667","45.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00726","","","","10","4","2","1","6","1","1","2","0","2","0","0.08","5","1.38","0.08","5.08","2","","0.04","0.04","1","0.2","0","0","0.04","0.008","2.5","0.5","0","1.57480315","20","0","0.266666667","16.66666667","16.93333333","0","1.333333333","83.33333333","84.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00810","","","","10","2","1","1","8","1","2","2","0","2","0","0.06","","0","0.06","","2","","0.03","0.03","1","0.2","0","0","0.03","0.006","","","0","","20","0","0.2","","","0","1","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00764","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01773","","","","10","8","1","1","6","2","2","8","2","0","0.52","0","5.2","0","0.52","5.72","2","0.26","","0.26","0.25","0.2","0.25","0.2","0.065","0.052","0.65","0.52","100","9.090909091","80","1.733333333","1.733333333","17.33333333","19.06666667","2.166666667","2.166666667","21.66666667","23.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01461","","","","10","6","1","1","6","2","2","5","0","0","0","0","2.3","","0","2.3","0","","","","0","0","0","0","0","0","0.46","0.23","","0","50","0","0","7.666666667","7.666666667","0","0","15.33333333","15.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01575","","","","10","4","2","1","6","2","2","4","0","0","0","0","1.24","","0","1.24","0","","","","0","0","0","0","0","0","0.31","0.124","","0","40","0","0","4.133333333","4.133333333","0","0","10.33333333","10.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00189","","","","10","6","2","1","2","3","2","6","2","7","0.64","0.16","5.2","0.12","0.8","6","9","0.32","0.022857143","0.088888889","1.5","0.9","0.333333333","0.2","0.133333333","0.08","0.866666667","0.52","22.22222222","13.33333333","60","2.133333333","2.666666667","17.33333333","20","3.555555556","4.444444444","28.88888889","33.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00294","","","","10","3","1","1","6","2","3","3","1","0","0.84","0","2.08","0","0.84","2.92","1","0.84","","0.84","0.333333333","0.1","0.333333333","0.1","0.28","0.084","0.693333333","0.208","100","28.76712329","30","2.8","2.8","6.933333333","9.733333333","9.333333333","9.333333333","23.11111111","32.44444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01749","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00416","","","","10","10","3","1","3","2","2","6","6","6","1","0.19","4.18","0","1.19","5.37","12","0.166666667","0.031666667","0.099166667","2","1.2","1","0.6","0.198333333","0.119","0.696666667","0.418","50","22.16014898","60","3.333333333","3.966666667","13.93333333","17.9","5.555555556","6.611111111","23.22222222","29.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01123","","","","10","7","2","2","2","2","2","7","5","4","2.2","0.01","14.14","0.15","2.21","16.35","9","0.44","0.0025","0.245555556","1.285714286","0.9","0.714285714","0.5","0.315714286","0.221","2.02","1.414","55.55555556","13.51681957","70","7.333333333","7.366666667","47.13333333","54.5","10.47619048","10.52380952","67.33333333","77.85714286"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01293","","","","10","4","3","1","","2","2","4","3","0","5.2","0","6.21","0","5.2","11.41","3","1.733333333","","1.733333333","0.75","0.3","0.75","0.3","1.3","0.52","1.5525","0.621","100","45.57405784","40","17.33333333","17.33333333","20.7","38.03333333","43.33333333","43.33333333","51.75","95.08333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00200","","","","10","8","1","1","5","3","2","8","0","3","0","0.07","2.42","0.15","0.07","2.49","3","","0.023333333","0.023333333","0.375","0.3","0","0","0.00875","0.007","0.3025","0.242","0","2.81124498","80","0","0.233333333","8.066666667","8.3","0","0.291666667","10.08333333","10.375"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01383","","","","10","2","2","1","7","2","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00765","","","","10","4","2","1","5","3","2","4","1","6","0.3","0.16","2.22","0.15","0.46","2.68","7","0.3","0.026666667","0.065714286","1.75","0.7","0.25","0.1","0.115","0.046","0.555","0.222","14.28571429","17.1641791","40","1","1.533333333","7.4","8.933333333","2.5","3.833333333","18.5","22.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01110","","","","10","4","1","1","5","3","1","4","1","0","0.1","0","2.13","0","0.1","2.23","1","0.1","","0.1","0.25","0.1","0.25","0.1","0.025","0.01","0.5325","0.213","100","4.484304933","40","0.333333333","0.333333333","7.1","7.433333333","0.833333333","0.833333333","17.75","18.58333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01197","","","","10","7","3","2","4","2","2","7","1","0","0.12","0","4.14","0","0.12","4.26","1","0.12","","0.12","0.142857143","0.1","0.142857143","0.1","0.017142857","0.012","0.591428571","0.414","100","2.816901408","70","0.4","0.4","13.8","14.2","0.571428571","0.571428571","19.71428571","20.28571429"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00857","","","","10","3","2","1","6","2","2","2","0","5","0","0.24","1.21","1.04","0.24","1.45","5","","0.048","0.048","2.5","0.5","0","0","0.12","0.024","0.605","0.121","0","16.55172414","20","0","0.8","4.033333333","4.833333333","0","4","20.16666667","24.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01870","","","","10","6","1","1","6","2","2","4","1","0","0.06","0","1.1","0.12","0.06","1.16","1","0.06","","0.06","0.25","0.1","0.25","0.1","0.015","0.006","0.275","0.11","100","5.172413793","40","0.2","0.2","3.666666667","3.866666667","0.5","0.5","9.166666667","9.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01634","","","","10","4","2","1","2","2","2","4","1","3","0.4","0.1","22.41","1.5","0.5","22.91","4","0.4","0.033333333","0.125","1","0.4","0.25","0.1","0.125","0.05","5.6025","2.241","25","2.182453077","40","1.333333333","1.666666667","74.7","76.36666667","3.333333333","4.166666667","186.75","190.9166667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00138","","","","10","2","1","1","7","3","1","1","0","1","0","0.07","0.44","0","0.07","0.51","1","","0.07","0.07","1","0.1","0","0","0.07","0.007","0.44","0.044","0","13.7254902","10","0","0.233333333","1.466666667","1.7","0","2.333333333","14.66666667","17"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01082","","","","10","6","3","1","2","3","1","5","0","0","0","0","19.04","","0","19.04","0","","","","0","0","0","0","0","0","3.808","1.904","","0","50","0","0","63.46666667","63.46666667","0","0","126.9333333","126.9333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00100","","","","10","2","1","1","5","2","1","2","4","22","0.4","0.52","1.21","5.49","0.92","2.13","26","0.1","0.023636364","0.035384615","13","2.6","2","0.4","0.46","0.092","0.605","0.121","15.38461538","43.19248826","20","1.333333333","3.066666667","4.033333333","7.1","6.666666667","15.33333333","20.16666667","35.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01265","","","","10","7","3","1","4","2","2","4","1","2","0.28","0.04","4.14","0.12","0.32","4.46","3","0.28","0.02","0.106666667","0.75","0.3","0.25","0.1","0.08","0.032","1.035","0.414","33.33333333","7.174887892","40","0.933333333","1.066666667","13.8","14.86666667","2.333333333","2.666666667","34.5","37.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02103","","","","10","10","2","2","4","2","2","6","4","0","1","0","4.29","1.38","1","5.29","4","0.25","","0.25","0.666666667","0.4","0.666666667","0.4","0.166666667","0.1","0.715","0.429","100","18.90359168","60","3.333333333","3.333333333","14.3","17.63333333","5.555555556","5.555555556","23.83333333","29.38888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01354","","","","10","4","1","1","6","2","2","4","0","1","0","0.04","1.17","0","0.04","1.21","1","","0.04","0.04","0.25","0.1","0","0","0.01","0.004","0.2925","0.117","0","3.305785124","40","0","0.133333333","3.9","4.033333333","0","0.333333333","9.75","10.08333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00227","","","","10","4","1","1","4","1","1","3","2","0","1","0","1.2","0","1","2.2","2","0.5","","0.5","0.666666667","0.2","0.666666667","0.2","0.333333333","0.1","0.4","0.12","100","45.45454545","30","3.333333333","3.333333333","4","7.333333333","11.11111111","11.11111111","13.33333333","24.44444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00028","","","","10","4","1","1","3","3","2","4","11","3","2.8","0.2","4.72","0","3","7.72","14","0.254545455","0.066666667","0.214285714","3.5","1.4","2.75","1.1","0.75","0.3","1.18","0.472","78.57142857","38.86010363","40","9.333333333","10","15.73333333","25.73333333","23.33333333","25","39.33333333","64.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00884","","","","10","6","1","1","5","1","1","5","1","6","0.2","0.08","1.16","0.02","0.28","1.44","7","0.2","0.013333333","0.04","1.4","0.7","0.2","0.1","0.056","0.028","0.232","0.116","14.28571429","19.44444444","50","0.666666667","0.933333333","3.866666667","4.8","1.333333333","1.866666667","7.733333333","9.6"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00144","","","","10","7","3","1","4","1","2","4","5","5","0.5","0.09","6.29","0","0.59","6.88","10","0.1","0.018","0.059","2.5","1","1.25","0.5","0.1475","0.059","1.5725","0.629","50","8.575581395","40","1.666666667","1.966666667","20.96666667","22.93333333","4.166666667","4.916666667","52.41666667","57.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00268","","","","10","4","1","1","5","1","2","4","0","4","0","0.2","4.15","0.12","0.2","4.35","4","","0.05","0.05","1","0.4","0","0","0.05","0.02","1.0375","0.415","0","4.597701149","40","0","0.666666667","13.83333333","14.5","0","1.666666667","34.58333333","36.25"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01618","","","","10","8","2","1","5","4","2","8","0","1","0","0.04","4.14","0","0.04","4.18","1","","0.04","0.04","0.125","0.1","0","0","0.005","0.004","0.5175","0.414","0","0.956937799","80","0","0.133333333","13.8","13.93333333","0","0.166666667","17.25","17.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01556","","","","10","7","2","1","4","1","2","7","1","2","0.2","0.08","2.21","0","0.28","2.49","3","0.2","0.04","0.093333333","0.428571429","0.3","0.142857143","0.1","0.04","0.028","0.315714286","0.221","33.33333333","11.24497992","70","0.666666667","0.933333333","7.366666667","8.3","0.952380952","1.333333333","10.52380952","11.85714286"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00021","","","","10","7","2","1","5","1","2","7","3","0","0.48","0","6.29","1.38","0.48","6.77","3","0.16","","0.16","0.428571429","0.3","0.428571429","0.3","0.068571429","0.048","0.898571429","0.629","100","7.090103397","70","1.6","1.6","20.96666667","22.56666667","2.285714286","2.285714286","29.95238095","32.23809524"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00147","","","","10","6","1","1","8","2","2","4","1","0","0.12","0","1.25","0.15","0.12","1.37","1","0.12","","0.12","0.25","0.1","0.25","0.1","0.03","0.012","0.3125","0.125","100","8.759124088","40","0.4","0.4","4.166666667","4.566666667","1","1","10.41666667","11.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01402","","","","10","1","1","1","8","2","1","1","0","0","0","0","0.2","","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.02","","0","10","0","0","0.666666667","0.666666667","0","0","6.666666667","6.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01259","","","","10","8","1","1","5","1","2","6","1","1","0.28","0.08","2.09","0.12","0.36","2.45","2","0.28","0.08","0.18","0.333333333","0.2","0.166666667","0.1","0.06","0.036","0.348333333","0.209","50","14.69387755","60","0.933333333","1.2","6.966666667","8.166666667","1.555555556","2","11.61111111","13.61111111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00777","","","","10","7","1","1","5","2","2","6","2","3","0.2","0.12","4.13","0","0.32","4.45","5","0.1","0.04","0.064","0.833333333","0.5","0.333333333","0.2","0.053333333","0.032","0.688333333","0.413","40","7.191011236","60","0.666666667","1.066666667","13.76666667","14.83333333","1.111111111","1.777777778","22.94444444","24.72222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00430","","","","10","10","1","1","5","1","1","10","14","4","2.8","0.16","3.09","0.15","2.96","6.05","18","0.2","0.04","0.164444444","1.8","1.8","1.4","1.4","0.296","0.296","0.309","0.309","77.77777778","48.92561983","100","9.333333333","9.866666667","10.3","20.16666667","9.333333333","9.866666667","10.3","20.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02078","","","","10","4","2","1","3","2","2","2","5","6","3.4","0.2","7.14","0","3.6","10.74","11","0.68","0.033333333","0.327272727","5.5","1.1","2.5","0.5","1.8","0.36","3.57","0.714","45.45454545","33.51955307","20","11.33333333","12","23.8","35.8","56.66666667","60","119","179"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01149","","","","10","3","2","1","6","2","1","2","0","1","0","0.1","11.27","0","0.1","11.37","1","","0.1","0.1","0.5","0.1","0","0","0.05","0.01","5.635","1.127","0","0.879507476","20","0","0.333333333","37.56666667","37.9","0","1.666666667","187.8333333","189.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00271","","","","10","9","1","1","4","2","2","9","3","7","0.44","0.12","14.15","0","0.56","14.71","10","0.146666667","0.017142857","0.056","1.111111111","1","0.333333333","0.3","0.062222222","0.056","1.572222222","1.415","30","3.806934058","90","1.466666667","1.866666667","47.16666667","49.03333333","1.62962963","2.074074074","52.40740741","54.48148148"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00988","","","","10","6","1","1","1","5","2","6","3","6","3","0.28","2.1","1.65","3.28","5.38","9","1","0.046666667","0.364444444","1.5","0.9","0.5","0.3","0.546666667","0.328","0.35","0.21","33.33333333","60.96654275","60","10","10.93333333","7","17.93333333","16.66666667","18.22222222","11.66666667","29.88888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01856","","","","10","6","1","1","6","2","2","4","3","13","0.8","0.4","4.18","0.02","1.2","5.38","16","0.266666667","0.030769231","0.075","4","1.6","0.75","0.3","0.3","0.12","1.045","0.418","18.75","22.30483271","40","2.666666667","4","13.93333333","17.93333333","6.666666667","10","34.83333333","44.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00004","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01609","","","","10","6","3","1","4","2","2","6","0","0","0","0","2.09","","0","2.09","0","","","","0","0","0","0","0","0","0.348333333","0.209","","0","60","0","0","6.966666667","6.966666667","0","0","11.61111111","11.61111111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01414","","","","10","1","1","1","6","3","1","1","0","0","0","0","0.53","","0","0.53","0","","","","0","0","0","0","0","0","0.53","0.053","","0","10","0","0","1.766666667","1.766666667","0","0","17.66666667","17.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00880","","","","10","5","3","1","1","2","1","3","7","1","0.6","0.04","11.18","1.17","0.64","11.82","8","0.085714286","0.04","0.08","2.666666667","0.8","2.333333333","0.7","0.213333333","0.064","3.726666667","1.118","87.5","5.414551607","30","2","2.133333333","37.26666667","39.4","6.666666667","7.111111111","124.2222222","131.3333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02030","","","","10","4","1","1","4","2","2","4","5","2","1","0.08","4.23","0.15","1.08","5.31","7","0.2","0.04","0.154285714","1.75","0.7","1.25","0.5","0.27","0.108","1.0575","0.423","71.42857143","20.33898305","40","3.333333333","3.6","14.1","17.7","8.333333333","9","35.25","44.25"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02093","","","","10","7","2","1","4","2","2","7","4","8","0.7","0.2","5.2","0","0.9","6.1","12","0.175","0.025","0.075","1.714285714","1.2","0.571428571","0.4","0.128571429","0.09","0.742857143","0.52","33.33333333","14.75409836","70","2.333333333","3","17.33333333","20.33333333","3.333333333","4.285714286","24.76190476","29.04761905"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00761","","","","10","9","3","2","2","2","2","9","6","5","5.5","0.28","12.72","0","5.78","18.5","11","0.916666667","0.056","0.525454545","1.222222222","1.1","0.666666667","0.6","0.642222222","0.578","1.413333333","1.272","54.54545455","31.24324324","90","18.33333333","19.26666667","42.4","61.66666667","20.37037037","21.40740741","47.11111111","68.51851852"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00798","","","","10","1","1","1","7","1","1","1","2","0","0.19","0","","0","0.19","","2","0.095","","0.095","2","0.2","2","0.2","0.19","0.019","","","100","","10","0.633333333","0.633333333","","","6.333333333","6.333333333","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00203","","","","10","10","2","1","4","1","2","7","16","18","2","0.6","14.22","0.02","2.6","16.82","34","0.125","0.033333333","0.076470588","4.857142857","3.4","2.285714286","1.6","0.371428571","0.26","2.031428571","1.422","47.05882353","15.45778835","70","6.666666667","8.666666667","47.4","56.06666667","9.523809524","12.38095238","67.71428571","80.0952381"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01901","","","","10","6","1","1","6","2","","6","2","1","0.2","0.04","3.22","0.02","0.24","3.46","3","0.1","0.04","0.08","0.5","0.3","0.333333333","0.2","0.04","0.024","0.536666667","0.322","66.66666667","6.936416185","60","0.666666667","0.8","10.73333333","11.53333333","1.111111111","1.333333333","17.88888889","19.22222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01184","","","","10","7","1","1","5","2","2","7","5","8","0.3","0.12","7.22","0.12","0.42","7.64","13","0.06","0.015","0.032307692","1.857142857","1.3","0.714285714","0.5","0.06","0.042","1.031428571","0.722","38.46153846","5.497382199","70","1","1.4","24.06666667","25.46666667","1.428571429","2","34.38095238","36.38095238"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01506","","","","10","6","3","2","3","2","2","6","4","0","0.4","0","6.23","0.12","0.4","6.63","4","0.1","","0.1","0.666666667","0.4","0.666666667","0.4","0.066666667","0.04","1.038333333","0.623","100","6.033182504","60","1.333333333","1.333333333","20.76666667","22.1","2.222222222","2.222222222","34.61111111","36.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01195","","","","10","8","2","1","4","2","2","8","1","1","0.12","0.08","12.25","0","0.2","12.45","2","0.12","0.08","0.1","0.25","0.2","0.125","0.1","0.025","0.02","1.53125","1.225","50","1.606425703","80","0.4","0.666666667","40.83333333","41.5","0.5","0.833333333","51.04166667","51.875"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00861","","","","10","10","1","1","5","2","2","7","8","6","0.84","0.16","1.12","0","1","2.12","14","0.105","0.026666667","0.071428571","2","1.4","1.142857143","0.8","0.142857143","0.1","0.16","0.112","57.14285714","47.16981132","70","2.8","3.333333333","3.733333333","7.066666667","4","4.761904762","5.333333333","10.0952381"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01831","","","","10","6","2","2","3","1","2","6","5","8","2","0.2","5.22","0","2.2","7.42","13","0.4","0.025","0.169230769","2.166666667","1.3","0.833333333","0.5","0.366666667","0.22","0.87","0.522","38.46153846","29.64959569","60","6.666666667","7.333333333","17.4","24.73333333","11.11111111","12.22222222","29","41.22222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01055","","","","10","4","1","1","5","2","2","3","1","1","0.28","0.02","1.2","0","0.3","1.5","2","0.28","0.02","0.15","0.666666667","0.2","0.333333333","0.1","0.1","0.03","0.4","0.12","50","20","30","0.933333333","1","4","5","3.111111111","3.333333333","13.33333333","16.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01220","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00623","","","","10","4","2","1","4","2","2","2","1","10","0.12","0.16","1.63","1.65","0.28","1.91","11","0.12","0.016","0.025454545","5.5","1.1","0.5","0.1","0.14","0.028","0.815","0.163","9.090909091","14.65968586","20","0.4","0.933333333","5.433333333","6.366666667","2","4.666666667","27.16666667","31.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00080","","","","10","5","1","1","5","1","2","5","1","1","0.16","0.08","4.41","0","0.24","4.65","2","0.16","0.08","0.12","0.4","0.2","0.2","0.1","0.048","0.024","0.882","0.441","50","5.161290323","50","0.533333333","0.8","14.7","15.5","1.066666667","1.6","29.4","31"
