"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00198","","","","26","22","3","1","9","9","12","18","4","6.7","2.2","3","4","3","1","5","5","5","2.61","1.68","1.04","30.6184502","53.9","6.02","8.16","14.05","10.7","12.9","30","0.333333333","0.372222222","0.356666667","3.333333333","1.153846154","1.333333333","0.461538462","1.188888889","0.411538462","0.244444444","0.084615385","40","82.94573643","34.61538462","5.698005698","16.46090535","15.24216524","44.03292181","3.133903134","9.053497942","18.37606838","53.08641975"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00199","","","","26","19","1","1","13","13","20","50","4.9","3","4","5","4","2","1","9","6","1","1.87","1.44","0.78","29.0955677","48.09","10.62","14.7","11.19","7.9","11.9","70","0.245","0.06","0.112857143","5.384615385","2.692307692","1.538461538","0.769230769","0.607692308","0.303846154","0.307692308","0.153846154","28.57142857","66.38655462","50","6.98005698","13.96011396","11.25356125","22.50712251","5.698005698","11.3960114","16.95156695","33.9031339"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00200","","","","26","16","2","1","13","13","30","32","7","2","13","4","3","3","1","5","5","5","2.52","1.8","1.27","26.7062836","61.2","3.22","4.47","8.88","9","22","62","0.233333333","0.0625","0.14516129","4.769230769","2.384615385","2.307692308","1.153846154","0.692307692","0.346153846","1","0.5","48.38709677","40.90909091","50","9.971509972","19.94301994","12.82051282","25.64102564","18.51851852","37.03703704","31.33903134","62.67806268"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00201","","","","26","18","2","1","11","11","0","29","0","7","15","5","6","3","1","7","5","1","","","","","","","","","7","22","29","","0.24137931","0.24137931","2.636363636","1.115384615","0","0","0.636363636","0.269230769","1.363636364","0.576923077","0","31.81818182","42.30769231","0","0","9.971509972","23.56902357","21.36752137","50.50505051","31.33903134","74.07407407"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00202","","","","26","17","1","1","17","17","35","33","7.3","1.4","8","4","4","3","3","8","5","1","2.18","1.65","0.88","20.7242393","54.28","7.46","9.77","8.88","8.7","16.7","68","0.208571429","0.042424242","0.127941176","4","2.615384615","2.058823529","1.346153846","0.511764706","0.334615385","0.470588235","0.307692308","51.47058824","52.09580838","65.38461538","10.3988604","15.90413943","12.39316239","18.95424837","11.3960114","17.4291939","23.78917379","36.38344227"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00203","","","","26","17","1","1","7","7","6","34","1.2","2","12","4","3","4","1","9","7","1","3.85","2.37","1.54","59.671032","29.09","5.82","8.21","35.09","3.2","15.2","40","0.2","0.058823529","0.08","5.714285714","1.538461538","0.857142857","0.230769231","0.457142857","0.123076923","1.714285714","0.461538462","15","21.05263158","26.92307692","1.709401709","6.349206349","4.558404558","16.93121693","17.09401709","63.49206349","21.65242165","80.42328042"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00204","","","","26","18","1","3","13","13","48","23","11","2.1","15","3","3","4","3","5","9","5","2.79","1.46","1.01","100.08461","61.95","3.8","5.58","10.03","13.1","28.1","71","0.229166667","0.091304348","0.184507042","5.461538462","2.730769231","3.692307692","1.846153846","1.007692308","0.503846154","1.153846154","0.576923077","67.6056338","46.61921708","50","15.66951567","31.33903134","18.66096866","37.32193732","21.36752137","42.73504274","40.02849003","80.05698006"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00205","","","","26","14","1","1","11","10","21","28","6.9","4.2","7","3","3","4","1","9","5","1","2.25","1.37","0.94","7.5805922","65.93","5.4","7.56","0.71","11.1","18.1","49","0.328571429","0.15","0.226530612","4.454545455","1.884615385","1.909090909","0.807692308","1.009090909","0.426923077","0.636363636","0.269230769","42.85714286","61.32596685","42.30769231","9.829059829","23.23232323","15.81196581","37.37373737","9.971509972","23.56902357","25.78347578","60.94276094"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00206","","","","26","18","2","1","14","14","12","32","4.2","6","18","2","4","5","1","9","5","1","2.41","1.66","0.93","26.0589771","55.81","5.09","6.72","12.54","10.2","28.2","44","0.35","0.1875","0.231818182","3.142857143","1.692307692","0.857142857","0.461538462","0.728571429","0.392307692","1.285714286","0.692307692","27.27272727","36.17021277","53.84615385","5.982905983","11.11111111","14.52991453","26.98412698","25.64102564","47.61904762","40.17094017","74.6031746"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00207","","","","26","16","1","1","9","9","12","4","6","0.6","10.1","3","4","3","3","3","9","6","4.15","1.34","0.94","26.1347027","66.79","2.99","4.24","6.99","6.6","16.7","16","0.5","0.15","0.4125","1.777777778","0.615384615","1.333333333","0.461538462","0.733333333","0.253846154","1.122222222","0.388461538","75","39.52095808","34.61538462","8.547008547","24.69135802","9.401709402","27.16049383","14.38746439","41.56378601","23.78917379","68.72427984"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00208","","","","26","17","2","4","9","7","12","14","4","1","1","4","2","1","1","5","5","5","3.07","1.51","0.94","7.286685","66.44","2.94","4.03","7","5","6","26","0.333333333","0.071428571","0.192307692","2.888888889","1","1.333333333","0.461538462","0.555555556","0.192307692","0.111111111","0.038461538","46.15384615","83.33333333","34.61538462","5.698005698","16.46090535","7.122507123","20.57613169","1.424501425","4.115226337","8.547008547","24.69135802"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00209","","","","26","15","2","1","10","10","20","24","2.1","3.2","5","4","3","3","1","4","7","3","2.78","1.52","1.04","25.8674107","62.89","3.66","5.17","7.84","5.3","10.3","44","0.105","0.133333333","0.120454545","4.4","1.692307692","2","0.769230769","0.53","0.203846154","0.5","0.192307692","45.45454545","51.45631068","38.46153846","2.991452991","7.777777778","7.54985755","19.62962963","7.122507123","18.51851852","14.67236467","38.14814815"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00210","","","","26","12","1","2","12","12","21","26","4","3.2","10","4","3","3","1","7","6","1","2.44","1.71","1.23","72.784111","55.44","4.18","6.08","14.6","7.2","17.2","47","0.19047619","0.123076923","0.153191489","3.916666667","1.807692308","1.75","0.807692308","0.6","0.276923077","0.833333333","0.384615385","44.68085106","41.86046512","46.15384615","5.698005698","12.34567901","10.25641026","22.22222222","14.24501425","30.86419753","24.5014245","53.08641975"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00211","","","","26","19","1","1","13","13","34","77","7.9","5","18","5","5","3","1","5","5","3","1.9","1.42","0.76","44.4227028","53.67","7.73","10.21","10.42","12.9","30.9","111","0.232352941","0.064935065","0.116216216","8.538461538","4.269230769","2.615384615","1.307692308","0.992307692","0.496153846","1.384615385","0.692307692","30.63063063","41.74757282","50","11.25356125","22.50712251","18.37606838","36.75213675","25.64102564","51.28205128","44.01709402","88.03418803"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00212","","","","26","20","1","1","9","8","17","74","2.3","3","8","5","4","3","1","7","6","1","3.18","1.7","1.01","43.0320778","55.74","4.35","6.47","14.28","5.3","13.3","91","0.135294118","0.040540541","0.058241758","10.11111111","3.5","1.888888889","0.653846154","0.588888889","0.203846154","0.888888889","0.307692308","18.68131868","39.84962406","34.61538462","3.276353276","9.465020576","7.54985755","21.81069959","11.3960114","32.9218107","18.94586895","54.73251029"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00213","","","","26","20","1","3","10","9","6","10","2","1","8","6","6","4","1","5","5","5","1.96","1.2","0.77","19.698967","67.4","4.64","6.03","3.63","3","11","16","0.333333333","0.1","0.1875","1.6","0.615384615","0.6","0.230769231","0.3","0.115384615","0.8","0.307692308","37.5","27.27272727","38.46153846","2.849002849","7.407407407","4.273504274","11.11111111","11.3960114","29.62962963","15.66951567","40.74074074"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00214","","","","26","13","2","1","8","8","4","20","1","4.5","3.1","3","4","4","1","6","7","3","3.3","1.78","1.2","29.6295452","64.81","3.03","4.55","6.81","5.5","8.6","24","0.25","0.225","0.229166667","3","0.923076923","0.5","0.153846154","0.6875","0.211538462","0.3875","0.119230769","16.66666667","63.95348837","30.76923077","1.424501425","4.62962963","7.834757835","25.46296296","4.415954416","14.35185185","12.25071225","39.81481481"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00215","","","","26","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00216","","","","26","20","1","2","15","15","41","45","11","4.1","9","4","4","3","1","5","7","5","3.59","1.63","1.15","15.713583","64.34","2.61","4.14","7.69","15.1","24.1","86","0.268292683","0.091111111","0.175581395","5.733333333","3.307692308","2.733333333","1.576923077","1.006666667","0.580769231","0.6","0.346153846","47.6744186","62.65560166","57.69230769","15.66951567","27.16049383","21.50997151","37.28395062","12.82051282","22.22222222","34.33048433","59.50617284"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00217","","","","26","26","1","1","15","14","21","34","7","9","17","2","2","4","1","6","7","1","2.72","1.45","0.96","15.2218103","59.5","5.05","7.28","8.78","16","33","55","0.333333333","0.264705882","0.290909091","3.666666667","2.115384615","1.4","0.807692308","1.066666667","0.615384615","1.133333333","0.653846154","38.18181818","48.48484848","57.69230769","9.971509972","17.28395062","22.79202279","39.50617284","24.21652422","41.97530864","47.00854701","81.48148148"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00218","","","","26","25","1","1","14","14","81","78","12","3.3","8","2","2","4","3","5","9","5","1.88","1.23","0.93","11.6391687","71.79","2.53","3.79","2.34","15.3","23.3","159","0.148148148","0.042307692","0.096226415","11.35714286","6.115384615","5.785714286","3.115384615","1.092857143","0.588461538","0.571428571","0.307692308","50.94339623","65.66523605","53.84615385","17.09401709","31.74603175","21.79487179","40.47619048","11.3960114","21.16402116","33.19088319","61.64021164"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00219","","","","26","23","2","1","15","14","5","40","2","5","8","3","2","5","1","5","5","5","2.23","1.77","0.99","38.4424934","46.54","8.76","12.34","15.83","7","15","45","0.4","0.125","0.155555556","3","1.730769231","0.333333333","0.192307692","0.466666667","0.269230769","0.533333333","0.307692308","11.11111111","46.66666667","57.69230769","2.849002849","4.938271605","9.971509972","17.28395062","11.3960114","19.75308642","21.36752137","37.03703704"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00220","","","","26","25","1","1","16","16","25","36","5.4","2.3","6.2","4","3","3","1","5","7","3","2.95","1.89","1.21","85.8098602","58.65","3.39","5.56","11.13","7.7","13.9","61","0.216","0.063888889","0.126229508","3.8125","2.346153846","1.5625","0.961538462","0.48125","0.296153846","0.3875","0.238461538","40.98360656","55.39568345","61.53846154","7.692307692","12.5","10.96866097","17.82407407","8.831908832","14.35185185","19.8005698","32.17592593"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00221","","","","26","26","1","1","7","7","13","22","3","1.4","4.8","4","3","3","3","5","7","5","3.26","1.5","1.08","123.94","62.51","3.31","5.27","10.12","4.4","9.2","35","0.230769231","0.063636364","0.125714286","5","1.346153846","1.857142857","0.5","0.628571429","0.169230769","0.685714286","0.184615385","37.14285714","47.82608696","26.92307692","4.273504274","15.87301587","6.267806268","23.28042328","6.837606838","25.3968254","13.10541311","48.67724868"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00222","","","","26","15","1","1","5","5","15","10","3.2","1.2","4.2","2","2","2","1","7","8","1","","","","","","","","","4.4","8.6","25","0.213333333","0.12","0.176","5","0.961538462","3","0.576923077","0.88","0.169230769","0.84","0.161538462","60","51.1627907","19.23076923","4.558404558","23.7037037","6.267806268","32.59259259","5.982905983","31.11111111","12.25071225","63.7037037"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00223","","","","26","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","",""
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00224","","","","26","13","1","1","13","11","24","25","3","9","8.1","4","6","1","1","5","5","5","1.94","1.74","1.25","52.4133034","51.71","7.86","11.21","9.61","12","20.1","49","0.125","0.36","0.244897959","3.769230769","1.884615385","1.846153846","0.923076923","0.923076923","0.461538462","0.623076923","0.311538462","48.97959184","59.70149254","50","4.273504274","8.547008547","17.09401709","34.18803419","11.53846154","23.07692308","28.63247863","57.26495726"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00225","","","","26","16","1","1","16","16","8","71","12","8","8.3","4","3","4","1","9","7","1","2.99","1.6","1.13","31.1248417","62.41","3.14","4.81","8.67","20","28.3","79","1.5","0.112676056","0.253164557","4.9375","3.038461538","0.5","0.307692308","1.25","0.769230769","0.51875","0.319230769","10.12658228","70.67137809","61.53846154","17.09401709","27.77777778","28.49002849","46.2962963","11.82336182","19.21296296","40.31339031","65.50925926"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00226","","","","26","21","3","1","9","8","24","28","6","2","7","3","4","2","1","5","7","1","2.29","1.67","1.2","24.536541","60.09","3.66","5.31","10.85","8","15","52","0.25","0.071428571","0.153846154","5.777777778","2","2.666666667","0.923076923","0.888888889","0.307692308","0.777777778","0.269230769","46.15384615","53.33333333","34.61538462","8.547008547","24.69135802","11.3960114","32.9218107","9.971509972","28.80658436","21.36752137","61.72839506"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00227","","","","26","26","1","1","15","14","28","89","5.1","5.1","10.3","4","6","3","1","9","5","1","2.94","2","1.22","57.2246094","36.45","7.03","10.88","25.93","10.2","20.5","117","0.182142857","0.057303371","0.087179487","7.8","4.5","1.866666667","1.076923077","0.68","0.392307692","0.686666667","0.396153846","23.93162393","49.75609756","57.69230769","7.264957265","12.59259259","14.52991453","25.18518519","14.67236467","25.43209877","29.2022792","50.61728395"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00228","","","","26","19","2","1","11","10","12","17","2","1","7.3","4","3","3","1","7","7","3","","","","","","","","","3","10.3","29","0.166666667","0.058823529","0.103448276","2.636363636","1.115384615","1.090909091","0.461538462","0.272727273","0.115384615","0.663636364","0.280769231","41.37931034","29.12621359","42.30769231","2.849002849","6.734006734","4.273504274","10.1010101","10.3988604","24.57912458","14.67236467","34.68013468"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00229","","","","26","26","2","2","11","11","9","33","2.3","4","5.2","3","4","3","3","3","8","6","2.36","1.46","0.73","8.5845327","56.19","8.5","11.55","7.22","6.3","11.5","42","0.255555556","0.121212121","0.15","3.818181818","1.615384615","0.818181818","0.346153846","0.572727273","0.242307692","0.472727273","0.2","21.42857143","54.7826087","42.30769231","3.276353276","7.744107744","8.974358974","21.21212121","7.407407407","17.50841751","16.38176638","38.72053872"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00230","","","","26","26","2","2","6","6","10","6","3.1","1.9","6","4","6","3","1","5","8","3","2.91","1.3","1.06","17.7388592","66.63","4.78","7.18","1.37","5","11","16","0.31","0.316666667","0.3125","2.666666667","0.615384615","1.666666667","0.384615385","0.833333333","0.192307692","1","0.230769231","62.5","45.45454545","23.07692308","4.415954416","19.13580247","7.122507123","30.86419753","8.547008547","37.03703704","15.66951567","67.90123457"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00231","","","","26","24","3","1","15","15","14","65","3","12.2","12.2","4","3","3","1","9","5","1","2.24","1.27","0.68","13.7532425","60.55","8.96","11.8","1.82","15.2","27.4","79","0.214285714","0.187692308","0.192405063","5.266666667","3.038461538","0.933333333","0.538461538","1.013333333","0.584615385","0.813333333","0.469230769","17.72151899","55.47445255","57.69230769","4.273504274","7.407407407","21.65242165","37.5308642","17.37891738","30.12345679","39.03133903","67.65432099"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00232","","","","26","14","2","1","14","14","32","68","7","3","14","3","3","3","1","2","7","6","2.11","1.41","0.83","40.1797752","50.54","6.65","9.52","15.13","10","24","100","0.21875","0.044117647","0.1","7.142857143","3.846153846","2.285714286","1.230769231","0.714285714","0.384615385","1","0.538461538","32","41.66666667","53.84615385","9.971509972","18.51851852","14.24501425","26.45502646","19.94301994","37.03703704","34.18803419","63.49206349"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00233","","","","26","20","2","1","7","7","16","10","5.2","1.2","4.9","2","3","3","1","9","7","1","","","","","","","","","6.4","11.3","26","0.325","0.12","0.246153846","3.714285714","1","2.285714286","0.615384615","0.914285714","0.246153846","0.7","0.188461538","61.53846154","56.63716814","26.92307692","7.407407407","27.51322751","9.116809117","33.86243386","6.98005698","25.92592593","16.0968661","59.78835979"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00234","","","","26","18","2","1","17","17","14","42","4.9","13","15.4","4","4","3","1","5","9","1","2.46","1.18","0.95","45.1281929","73.44","2.74","4.09","2.1","17.9","33.3","56","0.35","0.30952381","0.319642857","3.294117647","2.153846154","0.823529412","0.538461538","1.052941176","0.688461538","0.905882353","0.592307692","25","53.75375375","65.38461538","6.98005698","10.67538126","25.4985755","38.99782135","21.93732194","33.55119826","47.43589744","72.54901961"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00235","","","","26","15","1","2","15","15","39","64","7","3","16","3","3","3","1","9","7","1","2.87","1.94","1.26","45.7417755","35.14","9.97","13.48","21.84","10","26","103","0.179487179","0.046875","0.097087379","6.866666667","3.961538462","2.6","1.5","0.666666667","0.384615385","1.066666667","0.615384615","37.86407767","38.46153846","57.69230769","9.971509972","17.28395062","14.24501425","24.69135802","22.79202279","39.50617284","37.03703704","64.19753086"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00236","","","","26","22","1","2","10","10","9","34","1","6.2","22","3","3","4","3","3","9","5","3.03","1.24","0.94","19.578928","70.45","3.46","4.81","2.54","7.2","29.2","43","0.111111111","0.182352941","0.16744186","4.3","1.653846154","0.9","0.346153846","0.72","0.276923077","2.2","0.846153846","20.93023256","24.65753425","38.46153846","1.424501425","3.703703704","10.25641026","26.66666667","31.33903134","81.48148148","41.5954416","108.1481481"
