"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00739","","","","10","10","2","1","1","3","2","9","1","3","0.05","0.6","8.5","0.02","0.65","9.15","4","0.2","0.05","0.1625","0.444444444","0.4","0.333333333","0.3","0.072222222","0.065","0.944444444","0.85","75","7.103825137","90","2","2.166666667","28.33333333","30.5","2.222222222","2.407407407","31.48148148","33.88888889"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01859","","","","10","9","8","4","2","3","2","8","9","10","0.36","2.4","4","0.02","2.76","6.76","19","0.24","0.04","0.145263158","2.375","1.9","1.25","1","0.345","0.276","0.5","0.4","52.63157895","40.82840237","80","8","9.2","13.33333333","22.53333333","10","11.5","16.66666667","28.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01574","","","","10","8","8","2","2","4","1","8","30","18","0.8","4","2.5","10.5","4.8","7.3","48","0.222222222","0.026666667","0.1","6","4.8","2.25","1.8","0.6","0.48","0.3125","0.25","37.5","65.75342466","80","13.33333333","16","8.333333333","24.33333333","16.66666667","20","10.41666667","30.41666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00780","","","","10","8","4","1","1","6","4","8","13","13","0.4","2","3.3","0.12","2.4","5.7","26","0.153846154","0.030769231","0.092307692","3.25","2.6","1.625","1.3","0.3","0.24","0.4125","0.33","50","42.10526316","80","6.666666667","8","11","19","8.333333333","10","13.75","23.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00027","","","","10","8","3","1","2","3","2","8","14","19","0.3","5","3.6","0","5.3","8.9","33","0.263157895","0.021428571","0.160606061","4.125","3.3","2.375","1.9","0.6625","0.53","0.45","0.36","57.57575758","59.5505618","80","16.66666667","17.66666667","12","29.66666667","20.83333333","22.08333333","15","37.08333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00867","","","","10","4","5","1","1","5","3","4","3","6","0.16","1.2","2.3","0","1.36","3.66","9","0.2","0.053333333","0.151111111","2.25","0.9","1.5","0.6","0.34","0.136","0.575","0.23","66.66666667","37.15846995","40","4","4.533333333","7.666666667","12.2","10","11.33333333","19.16666667","30.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00533","","","","10","10","1","1","1","5","4","10","19","19","1","6","7.2","0","7","14.2","38","0.315789474","0.052631579","0.184210526","3.8","3.8","1.9","1.9","0.7","0.7","0.72","0.72","50","49.29577465","100","20","23.33333333","24","47.33333333","20","23.33333333","24","47.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00264","","","","10","10","3","1","1","5","4","9","27","25","0.84","10.9","8","0.12","11.74","19.74","52","0.436","0.031111111","0.225769231","5.777777778","5.2","2.777777778","2.5","1.304444444","1.174","0.888888889","0.8","48.07692308","59.47315096","90","36.33333333","39.13333333","26.66666667","65.8","40.37037037","43.48148148","29.62962963","73.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01004","","","","10","10","5","1","1","3","1","9","11","15","0.28","2.4","1.4","0.02","2.68","4.08","26","0.16","0.025454545","0.103076923","2.888888889","2.6","1.666666667","1.5","0.297777778","0.268","0.155555556","0.14","57.69230769","65.68627451","90","8","8.933333333","4.666666667","13.6","8.888888889","9.925925926","5.185185185","15.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00996","","","","10","10","5","1","1","4","3","9","0","6","0","0.4","4","0","0.4","4.4","6","0.066666667","","0.066666667","0.666666667","0.6","0.666666667","0.6","0.044444444","0.04","0.444444444","0.4","100","9.090909091","90","1.333333333","1.333333333","13.33333333","14.66666667","1.481481481","1.481481481","14.81481481","16.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01900","","","","10","10","6","1","1","3","1","9","3","9","0.18","1","1.6","0.02","1.18","2.78","12","0.111111111","0.06","0.098333333","1.333333333","1.2","1","0.9","0.131111111","0.118","0.177777778","0.16","75","42.44604317","90","3.333333333","3.933333333","5.333333333","9.266666667","3.703703704","4.37037037","5.925925926","10.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01200","","","","10","9","7","3","1","3","2","8","0","0","0","0","3.4","","0","3.4","0","","","","0","0","0","0","0","0","0.425","0.34","","0","80","0","0","11.33333333","11.33333333","0","0","14.16666667","14.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01373","","","","10","9","6","5","2","3","2","8","7","3","0.16","0.8","2.5","0","0.96","3.46","10","0.266666667","0.022857143","0.096","1.25","1","0.375","0.3","0.12","0.096","0.3125","0.25","30","27.74566474","80","2.666666667","3.2","8.333333333","11.53333333","3.333333333","4","10.41666667","14.41666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01794","","","","10","10","8","2","2","2","2","10","2","9","0.08","3.6","4","0.03","3.68","7.68","11","0.4","0.04","0.334545455","1.1","1.1","0.9","0.9","0.368","0.368","0.4","0.4","81.81818182","47.91666667","100","12","12.26666667","13.33333333","25.6","12","12.26666667","13.33333333","25.6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01264","","","","10","10","7","3","2","2","2","10","1","5","0.08","2.2","3.5","0.03","2.28","5.78","6","0.44","0.08","0.38","0.6","0.6","0.5","0.5","0.228","0.228","0.35","0.35","83.33333333","39.44636678","100","7.333333333","7.6","11.66666667","19.26666667","7.333333333","7.6","11.66666667","19.26666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01508","","","","10","10","7","2","2","3","2","10","2","3","0.08","0.6","8","0.02","0.68","8.68","5","0.2","0.04","0.136","0.5","0.5","0.3","0.3","0.068","0.068","0.8","0.8","60","7.834101382","100","2","2.266666667","26.66666667","28.93333333","2","2.266666667","26.66666667","28.93333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00082","","","","10","7","5","2","1","6","2","7","16","7","0.32","1","4.1","0.03","1.32","5.42","23","0.142857143","0.02","0.057391304","3.285714286","2.3","1","0.7","0.188571429","0.132","0.585714286","0.41","30.43478261","24.35424354","70","3.333333333","4.4","13.66666667","18.06666667","4.761904762","6.285714286","19.52380952","25.80952381"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00518","","","","10","10","3","2","1","6","3","10","1","8","0.04","2.2","1.2","0","2.24","3.44","9","0.275","0.04","0.248888889","0.9","0.9","0.8","0.8","0.224","0.224","0.12","0.12","88.88888889","65.11627907","100","7.333333333","7.466666667","4","11.46666667","7.333333333","7.466666667","4","11.46666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00901","","","","10","10","4","1","1","3","6","10","4","10","0.16","1.7","1.3","0","1.86","3.16","14","0.17","0.04","0.132857143","1.4","1.4","1","1","0.186","0.186","0.13","0.13","71.42857143","58.86075949","100","5.666666667","6.2","4.333333333","10.53333333","5.666666667","6.2","4.333333333","10.53333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01639","","","","10","10","7","2","1","3","2","9","0","12","0","2.8","4","0.12","2.8","6.8","12","0.233333333","","0.233333333","1.333333333","1.2","1.333333333","1.2","0.311111111","0.28","0.444444444","0.4","100","41.17647059","90","9.333333333","9.333333333","13.33333333","22.66666667","10.37037037","10.37037037","14.81481481","25.18518519"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00218","","","","10","10","1","1","1","6","5","9","4","29","0.2","12","17","0.12","12.2","29.2","33","0.413793103","0.05","0.36969697","3.666666667","3.3","3.222222222","2.9","1.355555556","1.22","1.888888889","1.7","87.87878788","41.78082192","90","40","40.66666667","56.66666667","97.33333333","44.44444444","45.18518519","62.96296296","108.1481481"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01049","","","","10","10","7","2","2","2","2","10","0","12","0","1.6","4.1","0.12","1.6","5.7","12","0.133333333","","0.133333333","1.2","1.2","1.2","1.2","0.16","0.16","0.41","0.41","100","28.07017544","100","5.333333333","5.333333333","13.66666667","19","5.333333333","5.333333333","13.66666667","19"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01403","","","","10","9","6","2","1","3","2","9","1","4","0.04","0.28","1","0","0.32","1.32","5","0.07","0.04","0.064","0.555555556","0.5","0.444444444","0.4","0.035555556","0.032","0.111111111","0.1","80","24.24242424","90","0.933333333","1.066666667","3.333333333","4.4","1.037037037","1.185185185","3.703703704","4.888888889"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01908","","","","10","10","6","2","2","4","2","10","3","4","0.1","1","3","0.12","1.1","4.1","7","0.25","0.033333333","0.157142857","0.7","0.7","0.4","0.4","0.11","0.11","0.3","0.3","57.14285714","26.82926829","100","3.333333333","3.666666667","10","13.66666667","3.333333333","3.666666667","10","13.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02094","","","","10","9","7","2","2","3","2","8","4","6","0.3","1.7","2.1","0","2","4.1","10","0.283333333","0.075","0.2","1.25","1","0.75","0.6","0.25","0.2","0.2625","0.21","60","48.7804878","80","5.666666667","6.666666667","7","13.66666667","7.083333333","8.333333333","8.75","17.08333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01093","","","","10","10","7","2","2","3","2","10","10","0","0.2","0","6","0","0.2","6.2","10","","0.02","0.02","1","1","0","0","0.02","0.02","0.6","0.6","0","3.225806452","100","0","0.666666667","20","20.66666667","0","0.666666667","20","20.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01339","","","","10","10","6","2","1","2","2","10","3","3","0.18","0.56","2.8","0.02","0.74","3.54","6","0.186666667","0.06","0.123333333","0.6","0.6","0.3","0.3","0.074","0.074","0.28","0.28","50","20.9039548","100","1.866666667","2.466666667","9.333333333","11.8","1.866666667","2.466666667","9.333333333","11.8"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01448","","","","10","10","7","2","2","2","2","10","5","14","0.2","3.6","4.5","0.03","3.8","8.3","19","0.257142857","0.04","0.2","1.9","1.9","1.4","1.4","0.38","0.38","0.45","0.45","73.68421053","45.78313253","100","12","12.66666667","15","27.66666667","12","12.66666667","15","27.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01146","","","","10","10","7","3","1","3","2","10","23","13","0.76","3","2.5","0","3.76","6.26","36","0.230769231","0.033043478","0.104444444","3.6","3.6","1.3","1.3","0.376","0.376","0.25","0.25","36.11111111","60.06389776","100","10","12.53333333","8.333333333","20.86666667","10","12.53333333","8.333333333","20.86666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00091","","","","10","10","3","1","1","3","2","8","4","15","0.2","2.9","1.9","0","3.1","5","19","0.193333333","0.05","0.163157895","2.375","1.9","1.875","1.5","0.3875","0.31","0.2375","0.19","78.94736842","62","80","9.666666667","10.33333333","6.333333333","16.66666667","12.08333333","12.91666667","7.916666667","20.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01539","","","","10","10","7","2","2","2","2","10","2","10","0.05","4","5","0.02","4.05","9.05","12","0.4","0.025","0.3375","1.2","1.2","1","1","0.405","0.405","0.5","0.5","83.33333333","44.75138122","100","13.33333333","13.5","16.66666667","30.16666667","13.33333333","13.5","16.66666667","30.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00686","","","","10","10","3","1","1","8","4","10","6","2","0.2","0.44","6","0.12","0.64","6.64","8","0.22","0.033333333","0.08","0.8","0.8","0.2","0.2","0.064","0.064","0.6","0.6","25","9.638554217","100","1.466666667","2.133333333","20","22.13333333","1.466666667","2.133333333","20","22.13333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00446","","","","10","10","1","1","1","4","2","10","9","32","0.5","6.3","2.6","0.12","6.8","9.4","41","0.196875","0.055555556","0.165853659","4.1","4.1","3.2","3.2","0.68","0.68","0.26","0.26","78.04878049","72.34042553","100","21","22.66666667","8.666666667","31.33333333","21","22.66666667","8.666666667","31.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01164","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00196","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02036","","","","10","5","2","2","2","2","2","5","1","0","0.04","0","0.2","0","0.04","0.24","1","","0.04","0.04","0.2","0.1","0","0","0.008","0.004","0.04","0.02","0","16.66666667","50","0","0.133333333","0.666666667","0.8","0","0.266666667","1.333333333","1.6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01950","","","","10","3","7","2","2","2","2","3","0","0","0","0","0.3","","0","0.3","0","","","","0","0","0","0","0","0","0.1","0.03","","0","30","0","0","1","1","0","0","3.333333333","3.333333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01015","","","","10","10","6","3","2","2","3","8","4","10","0.1","2.5","2.4","0.12","2.6","5","14","0.25","0.025","0.185714286","1.75","1.4","1.25","1","0.325","0.26","0.3","0.24","71.42857143","52","80","8.333333333","8.666666667","8","16.66666667","10.41666667","10.83333333","10","20.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01062","","","","10","7","4","2","1","3","1","7","0","7","0","2","0.5","0.12","2","2.5","7","0.285714286","","0.285714286","1","0.7","1","0.7","0.285714286","0.2","0.071428571","0.05","100","80","70","6.666666667","6.666666667","1.666666667","8.333333333","9.523809524","9.523809524","2.380952381","11.9047619"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02083","","","","10","10","7","2","1","3","8","8","11","12","0.2","1.2","1.5","0.02","1.4","2.9","23","0.1","0.018181818","0.060869565","2.875","2.3","1.5","1.2","0.175","0.14","0.1875","0.15","52.17391304","48.27586207","80","4","4.666666667","5","9.666666667","5","5.833333333","6.25","12.08333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00500","","","","10","9","3","1","1","4","3","7","2","16","0.02","6","2.1","0.12","6.02","8.12","18","0.375","0.01","0.334444444","2.571428571","1.8","2.285714286","1.6","0.86","0.602","0.3","0.21","88.88888889","74.13793103","70","20","20.06666667","7","27.06666667","28.57142857","28.66666667","10","38.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01431","","","","10","10","6","3","1","2","2","8","7","5","0.08","0.52","1","0","0.6","1.6","12","0.104","0.011428571","0.05","1.5","1.2","0.625","0.5","0.075","0.06","0.125","0.1","41.66666667","37.5","80","1.733333333","2","3.333333333","5.333333333","2.166666667","2.5","4.166666667","6.666666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01660","","","","10","10","7","2","1","3","1","8","5","7","0.2","1.3","1.8","0.02","1.5","3.3","12","0.185714286","0.04","0.125","1.5","1.2","0.875","0.7","0.1875","0.15","0.225","0.18","58.33333333","45.45454545","80","4.333333333","5","6","11","5.416666667","6.25","7.5","13.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00922","","","","10","10","5","1","1","5","3","10","9","4","0.4","1.2","4","0.12","1.6","5.6","13","0.3","0.044444444","0.123076923","1.3","1.3","0.4","0.4","0.16","0.16","0.4","0.4","30.76923077","28.57142857","100","4","5.333333333","13.33333333","18.66666667","4","5.333333333","13.33333333","18.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02020","","","","10","10","7","2","1","4","3","10","10","7","0.2","1","1.7","0.12","1.2","2.9","17","0.142857143","0.02","0.070588235","1.7","1.7","0.7","0.7","0.12","0.12","0.17","0.17","41.17647059","41.37931034","100","3.333333333","4","5.666666667","9.666666667","3.333333333","4","5.666666667","9.666666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01060","","","","10","9","5","2","2","","","9","7","10","0.3","1.8","2.4","0.12","2.1","4.5","17","0.18","0.042857143","0.123529412","1.888888889","1.7","1.111111111","1","0.233333333","0.21","0.266666667","0.24","58.82352941","46.66666667","90","6","7","8","15","6.666666667","7.777777778","8.888888889","16.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00249","","","","10","10","2","1","1","4","4","7","12","19","0.24","8.2","2.9","0.02","8.44","11.34","31","0.431578947","0.02","0.272258065","4.428571429","3.1","2.714285714","1.9","1.205714286","0.844","0.414285714","0.29","61.29032258","74.42680776","70","27.33333333","28.13333333","9.666666667","37.8","39.04761905","40.19047619","13.80952381","54"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00545","","","","10","9","3","1","1","3","3","9","13","10","0.28","4.3","3.2","0.12","4.58","7.78","23","0.43","0.021538462","0.199130435","2.555555556","2.3","1.111111111","1","0.508888889","0.458","0.355555556","0.32","43.47826087","58.8688946","90","14.33333333","15.26666667","10.66666667","25.93333333","15.92592593","16.96296296","11.85185185","28.81481481"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01806","","","","10","4","5","2","1","3","1","4","4","0","0.1","0","0.3","0.03","0.1","0.4","4","","0.025","0.025","1","0.4","0","0","0.025","0.01","0.075","0.03","0","25","40","0","0.333333333","1","1.333333333","0","0.833333333","2.5","3.333333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00401","","","","10","9","5","2","1","5","2","9","4","8","0.16","3.6","2.2","0.12","3.76","5.96","12","0.45","0.04","0.313333333","1.333333333","1.2","0.888888889","0.8","0.417777778","0.376","0.244444444","0.22","66.66666667","63.08724832","90","12","12.53333333","7.333333333","19.86666667","13.33333333","13.92592593","8.148148148","22.07407407"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01609","","","","10","10","7","2","2","4","1","9","24","15","0.6","4.6","5.5","0.12","5.2","10.7","39","0.306666667","0.025","0.133333333","4.333333333","3.9","1.666666667","1.5","0.577777778","0.52","0.611111111","0.55","38.46153846","48.59813084","90","15.33333333","17.33333333","18.33333333","35.66666667","17.03703704","19.25925926","20.37037037","39.62962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00293","","","","10","10","4","1","1","3","2","10","0","8","0","2.8","6","0.12","2.8","8.8","8","0.35","","0.35","0.8","0.8","0.8","0.8","0.28","0.28","0.6","0.6","100","31.81818182","100","9.333333333","9.333333333","20","29.33333333","9.333333333","9.333333333","20","29.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01236","","","","10","9","5","3","1","3","1","9","4","1","0.05","0.16","0.6","0","0.21","0.81","5","0.16","0.0125","0.042","0.555555556","0.5","0.111111111","0.1","0.023333333","0.021","0.066666667","0.06","20","25.92592593","90","0.533333333","0.7","2","2.7","0.592592593","0.777777778","2.222222222","3"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00989","","","","10","10","2","2","1","5","3","10","3","1","0.08","0.1","7.6","0.12","0.18","7.78","4","0.1","0.026666667","0.045","0.4","0.4","0.1","0.1","0.018","0.018","0.76","0.76","25","2.313624679","100","0.333333333","0.6","25.33333333","25.93333333","0.333333333","0.6","25.33333333","25.93333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01995","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01446","","","","10","10","7","3","1","4","1","9","4","18","0.1","4","3.8","0.12","4.1","7.9","22","0.222222222","0.025","0.186363636","2.444444444","2.2","2","1.8","0.455555556","0.41","0.422222222","0.38","81.81818182","51.89873418","90","13.33333333","13.66666667","12.66666667","26.33333333","14.81481481","15.18518519","14.07407407","29.25925926"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00949","","","","10","10","5","1","1","4","3","8","12","5","0.24","0.3","0.2","0","0.54","0.74","17","0.06","0.02","0.031764706","2.125","1.7","0.625","0.5","0.0675","0.054","0.025","0.02","29.41176471","72.97297297","80","1","1.8","0.666666667","2.466666667","1.25","2.25","0.833333333","3.083333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00589","","","","10","10","3","2","1","3","1","7","17","7","0.2","0.5","1","0.12","0.7","1.7","24","0.071428571","0.011764706","0.029166667","3.428571429","2.4","1","0.7","0.1","0.07","0.142857143","0.1","29.16666667","41.17647059","70","1.666666667","2.333333333","3.333333333","5.666666667","2.380952381","3.333333333","4.761904762","8.095238095"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01917","","","","10","10","6","4","2","4","2","10","7","4","0.48","0.5","2.4","0.02","0.98","3.38","11","0.125","0.068571429","0.089090909","1.1","1.1","0.4","0.4","0.098","0.098","0.24","0.24","36.36363636","28.99408284","100","1.666666667","3.266666667","8","11.26666667","1.666666667","3.266666667","8","11.26666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01847","","","","10","10","7","2","1","3","3","10","0","4","0","0.8","1","0","0.8","1.8","4","0.2","","0.2","0.4","0.4","0.4","0.4","0.08","0.08","0.1","0.1","100","44.44444444","100","2.666666667","2.666666667","3.333333333","6","2.666666667","2.666666667","3.333333333","6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01857","","","","10","10","8","4","2","3","2","7","7","9","0.24","2.8","1.5","0","3.04","4.54","16","0.311111111","0.034285714","0.19","2.285714286","1.6","1.285714286","0.9","0.434285714","0.304","0.214285714","0.15","56.25","66.96035242","70","9.333333333","10.13333333","5","15.13333333","13.33333333","14.47619048","7.142857143","21.61904762"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01662","","","","10","10","7","3","2","3","1","9","23","15","0.4","2.4","7","0.12","2.8","9.8","38","0.16","0.017391304","0.073684211","4.222222222","3.8","1.666666667","1.5","0.311111111","0.28","0.777777778","0.7","39.47368421","28.57142857","90","8","9.333333333","23.33333333","32.66666667","8.888888889","10.37037037","25.92592593","36.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00946","","","","10","10","5","1","1","4","3","10","0","14","0","4","4","0.02","4","8","14","0.285714286","","0.285714286","1.4","1.4","1.4","1.4","0.4","0.4","0.4","0.4","100","50","100","13.33333333","13.33333333","13.33333333","26.66666667","13.33333333","13.33333333","13.33333333","26.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00528","","","","10","10","3","1","1","6","2","9","5","7","0.1","1.5","1.8","0.12","1.6","3.4","12","0.214285714","0.02","0.133333333","1.333333333","1.2","0.777777778","0.7","0.177777778","0.16","0.2","0.18","58.33333333","47.05882353","90","5","5.333333333","6","11.33333333","5.555555556","5.925925926","6.666666667","12.59259259"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01832","","","","10","10","8","2","1","4","2","8","4","9","0.2","3.8","16","0","4","20","13","0.422222222","0.05","0.307692308","1.625","1.3","1.125","0.9","0.5","0.4","2","1.6","69.23076923","20","80","12.66666667","13.33333333","53.33333333","66.66666667","15.83333333","16.66666667","66.66666667","83.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01230","","","","10","9","8","3","1","4","1","8","4","11","0.24","3.6","9","0","3.84","12.84","15","0.327272727","0.06","0.256","1.875","1.5","1.375","1.1","0.48","0.384","1.125","0.9","73.33333333","29.90654206","80","12","12.8","30","42.8","15","16","37.5","53.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00522","","","","10","10","1","1","1","7","3","9","9","7","0.3","2","13.5","0","2.3","15.8","16","0.285714286","0.033333333","0.14375","1.777777778","1.6","0.777777778","0.7","0.255555556","0.23","1.5","1.35","43.75","14.55696203","90","6.666666667","7.666666667","45","52.66666667","7.407407407","8.518518519","50","58.51851852"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01470","","","","10","7","7","3","2","4","2","6","70","10","1.4","3","4","0.12","4.4","8.4","80","0.3","0.02","0.055","13.33333333","8","1.666666667","1","0.733333333","0.44","0.666666667","0.4","12.5","52.38095238","60","10","14.66666667","13.33333333","28","16.66666667","24.44444444","22.22222222","46.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01993","","","","10","4","4","2","1","2","3","4","0","0","0","0","1.2","","0","1.2","0","","","","0","0","0","0","0","0","0.3","0.12","","0","40","0","0","4","4","0","0","10","10"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01355","","","","10","10","4","3","1","2","2","10","10","2","0.2","0.2","0.2","0","0.4","0.6","12","0.1","0.02","0.033333333","1.2","1.2","0.2","0.2","0.04","0.04","0.02","0.02","16.66666667","66.66666667","100","0.666666667","1.333333333","0.666666667","2","0.666666667","1.333333333","0.666666667","2"
